SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
4094,,,,,Melatonin protects against burn-induced hepatic injury as to a certain extent this effect may result from the suppression of NF-kappaB-mediated inflammatory response.,,,,
4095,,,,,"The secretion of melatonin is decreased in schizophrenia, contributing to its etiology, pathophysiology and management.",,,,
4096,,,,,"This brief editorial comment sheds some ""light"" into a novel use for melatonin in preventing facial bone loss.",,,,
4097,,,,,"It is proposed that the optimization of melatonin levels, perhaps in conjunction with optimized vitamin D3 level, would decrease post-partum psychosis and depression associated with BD.",,,,
4098,,,,,"We also evaluated the role of melatonin (aMT) and its brain metabolite, N(1)-acetyl-5-methoxykynuramine (AMK), in preventing i-mtNOS induction and mitochondrial failure in this model of PD.",,,,
4099,,,,,CONCLUSIONS: These findings indicate clearly that nocturnal production of melatonin is reduced in autism.,,,,
4100,,,,,"Melatonin, 3 mg, is effective for migraine prevention.",,,,
4101,,,,,We propose that dose-response studies of short- and long-acting preparations of melatonin be conducted and that melatonin be considered in trials of prevention of hypertension in type 1 diabetes.,,,,
4102,,,,,Acupuncture increases nocturnal melatonin secretion and reduces insomnia and anxiety: a preliminary report.,,,,
4103,,,,,Melatonin also reduces the incidence of spontaneous mammary tumors in different kinds of transgenic mice (c-neu and N-ras) and mice from strains with a high tumoral incidence.,,,,
4104,,,,,Protective effect of melatonin on myocardial infarction.,,,,
4105,,,,,Supplementation with antioxidant molecules such as melatonin may serve as a protection against diabetes.,,,,
4106,,,,,Two cases are presented where melatonin was used to treat and prevent postoperative delirium.,,,,
4107,,,,,"Thus, pre-treatment with melatonin at a dose between 5 and 50 mg/kg protects against focal cerebral ischemia without reperfusion.",,,,
4108,,,,,"The AIP patients with epileptic seizures had a significantly lower urinary excretion of melatonin, compared with their AIP relatives without epilepsy, which may indicate that melatonin has a protective effect on seizures.",,,,
4109,,,,,"In conclusion, both melatonin and its structural analog, 5-MCA-NAT, appear to confer protection against ischemia-reperfusion injury in the isolated rat heart.",,,,
4110,,,,,CONCLUSION: Melatonin decreased the injury and production of .OH after hypoxia.,,,,
4111,,,,,"Also, MEL counteracts tumors because of its influence on immune responses via the metabolic zinc pool, which, is reduced in tumors and stress.",,,,
4112,,,,,"However, the relationship between melatonin and insulin may be more complex, as indicated by loss-of-function mutants of the MT2 receptor that are also prodiabetic, by the age-dependent time course of risk allele overexpression, by progressive reduction in circadian amplitudes and melatonin secretion, which are aggravated in diabetes.",,,,
4113,,,,,"Pinealectomy, which eliminates the nighttime rise in circulating and tissue melatonin levels, worsens both reactive oxygen species-mediated tissue damage and brain damage after focal cerebral ischemia and excitotoxic seizures.",,,,
4114,,,,,"Melatonin may exert protective effects on the cardiovascular system, by reducing the risk of atherosclerosis and hypertension, and may influence immune responses.",,,,
4115,,,,,"CONCLUSION: We concluded that, in addition to causing obesity, abnormalities in the    MC4R     gene may contribute to the development of sleep disorders and epilepsy, and that melatonin can be used as an adjuvant therapy to alleviate these symptoms.",,,,
4116,,,,,"CONCLUSION: While urinary melatonin metabolites do not predict migraine attacks in children and adolescents overall, they may be predictive in those who experience premonitory phase symptoms as part of their migraine attacks.",,,,
4117,,,,,"Thus, the low level of endogenic melatonin and disturbances of circadian dynamics of its synthesis with the decrease in the night and increase in the evening portions are the risk factors for MS and CCI.",,,,
4118,,,,,Low nocturnal melatonin is proposed to be a trait marker for major depressive disorder and depressive states with abnormalities in the hypothalamic--pituitary--adrenal (HPA) axis.,,,,
4119,,,,,"With increased severity of periodontal disease, the level of salivary melatonin also increased suggesting that salivary melatonin may act as a diagnostic biomarker for periodontal diseases.",,,,
4120,,,,,"This study proves the possibility of using oxytocin and melatonin in the diagnosis, and as markers of autism severity.",,,,
4121,,,,,OBJECTIVE: The objective of this study is to evaluate melatonin concentration in the serum as a marker for neonatal sepsis and compare it to standard markers.,,,,
4122,,,,,Multiple regression analysis showed that reduced melatonin level deteriorates quality of nocturnal sleep and increases the risk of depression (R = 0.4. coefficient beta = -0.413 (p<0.04) and F = 4.5).,,,,
4123,,,,,Further research is warranted to assess if melatonin secretion is a modifiable risk factor for diabetes within the general population.,,,,
4124,,,,,"The present study was designed to investigate the cardioprotective effect of melatonin against isoproterenol induced myocardial infarction in rats by studying myocyte injury markers, antioxidant defense system, serum and heart lipid profile, inflammatory markers, electrocardiographic and histopathological changes.",,,,
4125,,,,,A recent study using a combination of genetic and functional experimental techniques reported evidence that low melatonin concentration caused by a primary deficit in acetylserotonin methyltransferase activity is a risk factor for ASD.,,,,
4126,,,,,"Future studies should properly account for the effect of such variables, when addressing the hypothesis of disturbances in melatonin secretion as a plausible explanation for the reported excess risk of several tumoral diseases associated with low level ELF-EMF exposure.",,,,
4127,,,,,Melatonin relieves the neural oxidative burden that contributes to dementias.,,,,
4128,,,,,"CONCLUSIONS: A delay in the nocturnal rise of melatonin may contribute to disordered sleep in chronic alcoholics, with implications for the use of melatonin in the treatment of insomnia in recovering alcoholics.",,,,
4129,,,,,These findings have implications for the elderly since in the aged endogenous levels of melatonin are naturally reduced thereby possibly predisposing them to more severe cardiac damage during a heart attack.,,,,
4130,,,,,Spotlight on reteplase in thrombotic occlusive disorders.,,,,
4131,,,,,"Double bolus administration of tPA to patients with acute myocardial infarction is associated with total patency, TIMI 3 patency, mortality, stroke and intracranial haemorrhage rates similar to those associated with either accelerated infusion of tPA or bolus reteplase.",,,,
4132,,,,,Intravenous tirofiban with intra-arterial urokinase and mechanical thrombolysis in stroke: preliminary experience in 11 cases.,,,,
4133,,,,,"Intrapleural urokinase is an effective treatment, including in empyemas without loculation.",,,,
4134,,,,,Use of urokinase in childhood pleural empyema.,,,,
4135,,,,,Alteplase versus urokinase in restoring blood flow in hemodialysis-catheter thrombosis.,,,,
4136,,,,,CONCLUSIONS: Intrapulmonary artery infusion of urokinase in extensive pulmonary embolism is a safe and efficient treatment in patients with and without contraindication to the use of systemic thrombolytic therapy.,,,,
4137,,,,,"After induction of thrombosis, either tissue-type plasminogen activator (t-PA) or urokinase (UK) was infused just proximal to the thrombus (4000 U/min) until complete thrombolysis was achieved.",,,,
4138,,,,,"Streptokinase, urokinase, tissue plasminogen activator and similar drugs can all cause lysis of venous thrombi and pulmonary emboli, but there is small evidence that accelerated lysis achieves a significantly better clinical outcome, on average, in the shorter or longer term, than heparin alone.",,,,
4139,,,,,A controlled clinical trial on the effect of heparin infusion and two regimens of urokinase in acute pulmonary embolism.,,,,
4140,,,,,"Using this method and plasminogen- (125)I as a tracer, studies were first made of the effects of heparin and epsilon-aminocaproic acid in dogs on plasmin- (125)I generation in responese to a single injection of urokinase and to venous injury; second, of the effects of venous occlusion and thrombosis on plasmin- (125)I generation; and third, in vitro studies of plasminogen- (125)I affinity to fibrin and its activation in blood clots.",,,,
4141,,,,,"In the thrombosis model in rat abdominal aorta, both urokinase and streptokinase (40,000 IU.kg-1) slightly inhibited electrically stimulated thrombosis.",,,,
4142,,,,,"To obviate the risks associated with systemic anticoagulation, we have investigated the use of topically applied urokinase for its binding capacity to arterial subendothelium and for its ability to prevent subsequent thrombosis.",,,,
4143,,,,,"CONCLUSIONS: All PE were asymptomatic during PSPMT, but treatment with UK reduced the rate of PE and tended to result in smaller defects in lung scan results.",,,,
4144,,,,,"Clinical studies show that although streptokinase and urokinase promote more rapid resolution of PE and DVT (as determined by perfusion lung scans, angiography, and venography), superiority over conventional treatment has not been established.",,,,
4145,,,,,"Even if partially compensated with u-PA and protein C, increased FVIII and vWF activity, and decreased nitric oxide levels may still partially contribute to progress of thrombosis risk in rhG-CSF plus dexamethasone administered healthy granulocyte donors.",,,,
